0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.00019455252926473516,0.00019455252918357144,0.00019455252918357133,0.00019455253581382757,0.00019455253365682228,0.0001945525291835714,0.00019455253056828233,0.0001945525291835713,0.0001945525315222501,0.00019455252918357138,0.00019455252918357136,0.0001945525291835713,0.0001945525342320485,0.00019455255749134225,0.012482001816791393,0.9840160525911383,0.0001945525330707404,0.0001945525300297042,0.00019455253108311923,0.0001945525410522814
0.0004901960795743693,0.0004901960784323929,0.0004901960784323928,0.0004901960823858502,0.0004901960944918306,0.0004901960784323929,0.0004901960784323927,0.0004901960784323927,0.0004901960825482787,0.0004901960784323929,0.0004901960784323928,0.0004901960784323927,0.0004901960836066621,0.04574483734758871,0.016261723145623345,0.7023947046372963,0.20557618628508767,0.0004901960799287793,0.022669607367236312,0.0004901960871728021
0.00024390243910960512,0.00024390243902495736,0.00024390243902495728,0.00024390244116552368,0.03751812766501212,0.00024390243902495734,0.00024390243989957642,0.00024390244062571793,0.00024390243902495728,0.00024390243902495734,0.00024390243902495728,0.00024390244401545266,0.00024390244206929555,0.00024390243902495723,0.00024390244293462878,0.9105622809805672,0.04777324986274865,0.00024390244375659806,0.00024390244056637613,0.00024390244435440266
0.0002450980440258807,0.0002450980392163565,0.0002450980392163564,0.0002450980469289982,0.0002450980442925602,0.0002450980392163565,0.0002450980392163564,0.00024509804853081686,0.0002450980410045864,0.0002450980392163565,0.00024509803921635647,0.00024509803941577367,0.0906877355999694,0.0002450980392163564,0.005596046643861409,0.7872670451613779,0.02709041978427097,0.00024509804451328506,0.0856822821835457,0.00024509804374816505
0.00016339869354589631,0.00016339869281087284,0.00016339869281087278,0.0001633986936792408,0.0001633986973385548,0.0001633986928108728,0.00016339869315894906,0.00016339870875494802,0.00016339869403099108,0.00016339869412497333,0.00016339869433576608,0.00016339869444643046,0.00016339869517388881,0.0001633987019301129,0.00016339869766114466,0.8325804233325679,0.00016339869557913304,0.00016339869353110669,0.00016339869389219957,0.164478400147816
0.00017241379416341033,0.00017241379310380136,0.0001724137957908854,0.0001724137943828712,0.1335969111894812,0.00017241379310380136,0.00017241379320170923,0.00017241379368615592,0.0001724137931596628,0.00017241379310380136,0.00017241379310380133,0.00017241379499274975,0.00017241379562874095,0.05777495822894346,0.007128378332829634,0.7199218276240326,0.02860623827101586,0.021506914216478178,0.029223392813890463,0.00017241379590735045
0.0002092050212991486,0.00020920502092104673,0.00020920502100692454,0.00020920502325712557,0.00020920502625330748,0.0002092050209210467,0.00020920502147403854,0.00020920503088670312,0.00020920502092104665,0.0002092050209210467,0.0002092050218584461,0.00020920502323432233,0.00020920502484137092,0.00020920502269999595,0.00020920502834809586,0.9012739504446415,0.00020920502452485268,0.00020920502168315523,0.09496035913447459,0.0002092050258323299
0.0001597444152455022,0.00015974440894646818,0.0001597444094348784,0.00015974441095304405,0.07445244204891197,0.00015974440894646815,0.0001597444091602957,0.00015974440909134242,0.00015974440953192993,0.00015974440894646815,0.0001597444097402863,0.00015974441051774054,0.00015974441207410896,0.00015974441048102793,0.00015974441016079345,0.9226721585613737,0.00015974441216946495,0.00015974441016374625,0.0001597444097610666,0.00015974441438957506
0.00016447368515019284,0.00016447368421089922,0.019986312561992996,0.00016447368620347796,0.05575012731605586,0.00016447368421089922,0.0001644736842799875,0.005207307129930988,0.00016447368466132812,0.00016447368421089922,0.00016447368621673778,0.00016447368457332839,0.0001644736881269575,0.00016447368518030415,0.00016447369346810853,0.7969006922399832,0.00016447369090174957,0.00016447368432891197,0.07017642911996128,0.04967650002635196
0.0001445086747483326,0.00014450867052072085,0.00014450867060393797,0.00014450867409549148,0.038132883386624815,0.00014450867052072082,0.00014450867252914303,0.003358009987025664,0.00014450867052072077,0.00014450867052072082,0.0001445086705207208,0.0001445086706022252,0.022553698825108964,0.00014450867103805754,0.00014450867189661658,0.8580083613627842,0.0001445086742271846,0.00014450867603576738,0.00014450867298540848,0.07577941635709044
